Suburb,Rooms,Type,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Lotsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude
Brighton East,3,h,1500000.0,10.7,3187.0,3.0,2.0,2.0,315.0,228.0,2000.0,Bayside,-37.9199,145.0174
Brighton East,3,h,1400000.0,10.7,3187.0,3.0,1.0,3.0,613.0,182.0,1950.0,Bayside,-37.9177,145.0143
Brighton East,5,h,1600000.0,10.7,3187.0,5.0,2.0,2.0,616.0,245.0,1945.0,Bayside,-37.9084,145.0221
Brighton East,2,h,1780000.0,10.7,3187.0,4.0,3.0,2.0,635.0,119.0,1935.0,Bayside,-37.9205,145.0102
Brighton East,5,h,1200000.0,10.7,3187.0,5.0,2.0,5.0,775.0,270.0,1920.0,Bayside,-37.932,145.0284
Brighton East,2,u,775000.0,10.7,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside,-37.9306,145.0284
Brighton East,3,h,1480000.0,10.7,3187.0,3.0,2.0,2.0,697.0,143.0,1925.0,Bayside,-37.9269,145.0274
Brighton East,3,h,1590000.0,10.7,3187.0,3.0,3.0,2.0,481.0,244.0,2012.0,Bayside,-37.931,145.0198
Brighton East,4,h,2840000.0,10.7,3187.0,5.0,2.0,2.0,999.0,274.0,1972.0,Bayside,-37.9135,145.0189
Brighton East,2,h,1000000.0,10.7,3187.0,2.0,1.0,2.0,564.0,131.0,1948.0,Glen Eira,-37.9143,145.0238
Brighton East,4,h,1700000.0,10.7,3187.0,4.0,3.0,4.0,708.0,275.0,1950.0,Bayside,-37.9299,145.015
Brighton East,5,h,3207000.0,10.7,3187.0,5.0,5.0,3.0,1561.0,272.0,1969.0,Bayside,-37.9102,145.0245
Brighton East,3,u,880000.0,10.7,3187.0,3.0,2.0,2.0,304.0,34.0,1990.0,Bayside,-37.9308,145.0316
Brighton East,4,h,1920000.0,10.7,3187.0,4.0,1.0,1.0,1000.0,203.0,1960.0,Bayside,-37.931,145.0163
Brighton East,3,h,1301000.0,10.7,3187.0,3.0,2.0,2.0,401.0,121.0,1926.0,Bayside,-37.9062,145.0173
Brighton East,5,h,2550000.0,10.7,3187.0,5.0,3.0,2.0,915.0,233.0,1960.0,Bayside,-37.9231,145.0104
Brighton East,5,h,1915000.0,10.7,3187.0,5.0,2.0,0.0,645.0,238.0,1970.0,Bayside,-37.9175,145.0116
Brighton East,4,h,1650000.0,10.7,3187.0,5.0,3.0,2.0,598.0,212.0,1948.0,Bayside,-37.9075,145.0248
Brighton East,4,h,1530000.0,10.7,3187.0,2.0,2.0,1.0,603.0,177.0,1920.0,Bayside,-37.9187,145.0071
Brighton East,4,h,2050000.0,10.7,3187.0,4.0,2.0,4.0,678.0,233.0,1940.0,Bayside,-37.9255,145.0118
Brighton East,5,h,2550000.0,10.7,3187.0,5.0,3.0,2.0,551.0,346.0,2016.0,Bayside,-37.9176,145.009
Brighton East,2,u,905000.0,10.7,3187.0,2.0,1.0,2.0,189.0,93.0,1980.0,Bayside,-37.9172,145.0072
Brighton East,3,h,1355000.0,10.7,3187.0,3.0,1.0,2.0,759.0,151.0,1930.0,Bayside,-37.9057,145.0166
Brighton East,2,h,1845000.0,10.7,3187.0,2.0,1.0,2.0,604.0,145.0,1950.0,Bayside,-37.9268,145.0094
Brighton East,5,h,2050000.0,10.7,3187.0,5.0,3.0,3.0,669.0,309.0,1970.0,Bayside,-37.9289,145.0284
Brighton East,3,h,1710000.0,10.7,3187.0,4.0,3.0,2.0,435.0,228.0,1915.0,Bayside,-37.91,145.0113
Brighton East,3,t,1300000.0,10.7,3187.0,3.0,2.0,2.0,337.0,222.0,2000.0,Bayside,-37.9196,145.0205
Brighton East,4,h,2200000.0,10.7,3187.0,4.0,2.0,2.0,654.0,286.0,2000.0,Bayside,-37.9292,145.0236
Brighton East,4,h,2150000.0,10.7,3187.0,4.0,3.0,2.0,614.0,225.0,1970.0,Bayside,-37.9186,145.0175
Brighton East,1,t,681000.0,10.7,3187.0,2.0,1.0,1.0,166.0,60.0,2012.0,Bayside,-37.9159,145.019
Brighton East,2,h,1310000.0,10.7,3187.0,4.0,3.0,2.0,302.0,250.0,2018.0,Glen Eira,-37.9182,145.0231
Brighton East,1,u,340000.0,10.7,3187.0,1.0,1.0,1.0,0.0,57.0,1950.0,Bayside,-37.9164,145.0228
Brighton East,2,u,692000.0,10.7,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,Bayside,-37.9207,145.0079
Brighton East,4,t,1367000.0,10.7,3187.0,4.0,2.0,2.0,315.0,4.0,2000.0,Bayside,-37.9078,145.0222
Brighton East,2,u,903000.0,10.7,3187.0,2.0,1.0,1.0,171.0,101.0,1970.0,Bayside,-37.9125,145.0114
Brighton East,4,h,2820000.0,10.7,3187.0,4.0,4.0,4.0,509.0,337.0,1960.0,Bayside,-37.9172,145.0214
Brighton East,2,h,1813000.0,10.7,3187.0,2.0,1.0,2.0,660.0,117.0,1930.0,Bayside,-37.9179,145.0127
Brighton East,5,h,1655000.0,10.7,3187.0,5.0,2.0,2.0,679.0,288.0,1950.0,Bayside,-37.9291,145.0283
Brighton East,3,t,1230000.0,10.7,3187.0,3.0,2.0,2.0,297.0,193.0,1980.0,Bayside,-37.9124,145.0132
Brighton East,4,h,1389000.0,10.7,3187.0,4.0,1.0,2.0,656.0,150.0,1930.0,Bayside,-37.9027,145.0225
Brighton East,4,h,2310000.0,10.7,3187.0,4.0,2.0,2.0,757.0,130.0,1930.0,Bayside,-37.9266,145.0088
Brighton East,2,t,1014000.0,10.7,3187.0,2.0,1.0,1.0,267.0,131.0,1990.0,Bayside,-37.9055,145.0173
Brunswick,2,h,1026000.0,5.2,3056.0,2.0,1.0,0.0,225.0,108.0,1905.0,Moreland,-37.7676,144.9665
Brunswick,4,h,1802500.0,5.2,3056.0,4.0,3.0,1.0,238.0,93.0,1910.0,Moreland,-37.7713,144.9643
Brunswick,4,h,1500000.0,5.2,3056.0,4.0,3.0,1.0,365.0,209.0,1890.0,Moreland,-37.7624,144.9671
Brunswick,4,h,2230000.0,5.2,3056.0,4.0,2.0,3.0,851.0,287.0,1940.0,Moreland,-37.7637,144.9662
Brunswick,2,u,410000.0,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,2000.0,Moreland,-37.7695,144.9528
Brunswick,1,u,272500.0,5.2,3056.0,1.0,1.0,1.0,0.0,40.0,1970.0,Moreland,-37.762,144.9647
Brunswick,3,h,680000.0,5.2,3056.0,3.0,3.0,1.0,81.0,100.0,2016.0,Moreland,-37.7575,144.9647
Brunswick,2,u,400000.0,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1970.0,Moreland,-37.7608,144.968
Brunswick,3,h,950000.0,5.2,3056.0,3.0,1.0,0.0,170.0,96.0,1910.0,Moreland,-37.7661,144.9691
Brunswick,2,h,845500.0,5.2,3056.0,2.0,1.0,1.0,179.0,90.0,1890.0,Moreland,-37.7742,144.9542
Brunswick,2,t,605000.0,5.2,3056.0,2.0,1.0,1.0,0.0,78.0,2009.0,Moreland,-37.7588,144.9646
Brunswick,2,u,445000.0,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1975.0,Moreland,-37.7643,144.9638
Brunswick,2,u,659500.0,5.2,3056.0,2.0,1.0,1.0,100.0,85.0,1970.0,Moreland,-37.7601,144.9581
Brunswick,2,u,600000.0,5.2,3056.0,2.0,1.0,1.0,0.0,75.0,2011.0,Moreland,-37.777,144.9703
Brunswick,4,h,1115000.0,5.2,3056.0,4.0,1.0,0.0,264.0,139.0,1900.0,Moreland,-37.7611,144.9677
Brunswick,3,h,1125000.0,5.2,3056.0,3.0,1.0,1.0,278.0,91.0,1910.0,Moreland,-37.7701,144.9633
Brunswick,3,h,855000.0,5.2,3056.0,3.0,1.0,1.0,229.0,97.0,1930.0,Moreland,-37.7622,144.9586
Brunswick,3,t,940000.0,5.2,3056.0,3.0,2.0,1.0,186.0,140.0,2016.0,Moreland,-37.7581,144.9514
Brunswick,2,t,750000.0,5.2,3056.0,2.0,2.0,1.0,118.0,88.0,2013.0,Moreland,-37.7723,144.9643
Brunswick,2,h,1056000.0,5.2,3056.0,2.0,1.0,1.0,315.0,108.0,1910.0,Moreland,-37.757,144.9697
Brunswick,3,u,880000.0,5.2,3056.0,3.0,2.0,1.0,122.0,152.0,2000.0,Moreland,-37.7697,144.9649
Brunswick,3,h,1222500.0,5.2,3056.0,3.0,1.0,0.0,331.0,126.0,1890.0,Moreland,-37.7619,144.959
Brunswick,3,t,955000.0,5.2,3056.0,3.0,2.0,2.0,327.0,110.0,2007.0,Moreland,-37.7636,144.9559
Brunswick,2,u,587000.0,5.2,3056.0,2.0,1.0,1.0,114.0,65.0,1970.0,Moreland,-37.758,144.9667
Brunswick,3,h,1060000.0,5.2,3056.0,3.0,1.0,0.0,257.0,121.0,1935.0,Moreland,-37.7704,144.9695
Brunswick,2,h,890000.0,5.2,3056.0,2.0,1.0,1.0,199.0,93.0,1900.0,Moreland,-37.7676,144.9659
Brunswick,2,t,685000.0,5.2,3056.0,2.0,2.0,1.0,0.0,100.0,2002.0,Moreland,-37.7617,144.9642
Brunswick,3,h,976000.0,5.2,3056.0,3.0,2.0,1.0,240.0,162.0,2005.0,Moreland,-37.756,144.9587
Brunswick,3,t,641000.0,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland,-37.7703,144.9533
Brunswick,2,h,770000.0,5.2,3056.0,2.0,1.0,0.0,152.0,87.0,1910.0,Moreland,-37.7611,144.966
Brunswick,1,u,279500.0,5.2,3056.0,1.0,1.0,1.0,0.0,51.0,1970.0,Moreland,-37.7597,144.9548
Brunswick,4,h,1800000.0,5.2,3056.0,4.0,2.0,3.0,271.0,180.0,1900.0,Moreland,-37.7769,144.9691
Brunswick,4,h,1350000.0,5.2,3056.0,4.0,1.0,1.0,370.0,151.0,1940.0,Moreland,-37.7728,144.9639
Brunswick,4,h,1320000.0,5.2,3056.0,4.0,2.0,1.0,281.0,156.0,1920.0,Moreland,-37.7722,144.9681
Brunswick,3,h,825000.0,5.2,3056.0,3.0,1.0,1.0,210.0,130.0,1900.0,Moreland,-37.7597,144.9545
Brunswick,3,h,1261000.0,5.2,3056.0,2.0,1.0,1.0,216.0,100.0,1910.0,Moreland,-37.7746,144.9697
Brunswick,3,h,1045000.0,5.2,3056.0,3.0,1.0,2.0,222.0,105.0,1890.0,Moreland,-37.7642,144.969
Brunswick,3,u,1044000.0,5.2,3056.0,3.0,1.0,1.0,0.0,85.0,2000.0,Moreland,-37.773,144.9624
Brunswick,3,h,1050000.0,5.2,3056.0,3.0,1.0,1.0,239.0,126.0,1910.0,Moreland,-37.7776,144.963
Brunswick,3,h,1691500.0,5.2,3056.0,3.0,2.0,3.0,470.0,152.0,1920.0,Moreland,-37.7788,144.9688
Brunswick,2,h,1075000.0,5.2,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,Moreland,-37.7572,144.9687
Brunswick,2,u,501000.0,5.2,3056.0,2.0,1.0,1.0,1140.0,80.0,2010.0,Moreland,-37.7634,144.9616
Brunswick,3,h,1260000.0,5.2,3056.0,3.0,1.0,6.0,563.0,98.0,1960.0,Moreland,-37.7757,144.9505
Brunswick,3,h,1650000.0,5.2,3056.0,3.0,1.0,2.0,495.0,141.0,1920.0,Moreland,-37.7702,144.9672
Brunswick,2,u,601000.0,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1970.0,Moreland,-37.7778,144.9594
Brunswick,2,h,1015000.0,5.2,3056.0,2.0,1.0,0.0,453.0,86.0,1920.0,Moreland,-37.762,144.9547
Brunswick,1,t,625000.0,5.2,3056.0,1.0,1.0,1.0,82.0,114.0,1930.0,Moreland,-37.7661,144.9614
Brunswick,3,h,1700000.0,5.2,3056.0,3.0,2.0,1.0,0.0,195.0,1945.0,Moreland,-37.7763,144.9597
Brunswick,2,u,435000.0,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,Moreland,-37.7597,144.9655
Brunswick,5,h,2500000.0,5.2,3056.0,5.0,2.0,2.0,555.0,266.0,1890.0,Moreland,-37.7767,144.9645
Brunswick,2,h,860000.0,5.2,3056.0,2.0,1.0,1.0,298.0,88.0,1910.0,Moreland,-37.7704,144.9504
Brunswick,2,u,491000.0,5.2,3056.0,2.0,1.0,1.0,1080.0,66.0,1960.0,Moreland,-37.7598,144.9655
Brunswick,3,h,985000.0,5.2,3056.0,3.0,1.0,2.0,384.0,89.0,1940.0,Moreland,-37.7626,144.9535
Brunswick,3,h,1250000.0,5.2,3056.0,3.0,1.0,1.0,483.0,162.0,1890.0,Moreland,-37.7602,144.9543
Brunswick,3,t,641000.0,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland,-37.7703,144.9533
Brunswick,3,h,860000.0,5.2,3056.0,3.0,1.0,1.0,184.0,104.0,1890.0,Moreland,-37.7563,144.96
Brunswick,2,h,705000.0,5.2,3056.0,2.0,1.0,1.0,161.0,68.0,1910.0,Moreland,-37.7646,144.9586
Brunswick,3,h,880000.0,5.2,3056.0,3.0,1.0,1.0,264.0,117.0,1915.0,Moreland,-37.7603,144.9573
Brunswick,2,t,754000.0,5.2,3056.0,2.0,2.0,1.0,177.0,105.0,2000.0,Moreland,-37.7625,144.9653
Brunswick,2,u,590000.0,5.2,3056.0,2.0,1.0,1.0,0.0,74.0,2004.0,Moreland,-37.7703,144.9533
Brunswick,2,u,575000.0,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,1950.0,Moreland,-37.7775,144.9607
Brunswick,3,h,1510000.0,5.2,3056.0,3.0,1.0,0.0,325.0,150.0,1920.0,Moreland,-37.7621,144.9595
Brunswick,2,t,801000.0,5.2,3056.0,2.0,2.0,1.0,156.0,87.0,2007.0,Moreland,-37.7744,144.9498
Brunswick,3,t,820000.0,5.2,3056.0,3.0,2.0,2.0,4668.0,126.0,2011.0,Moreland,-37.7687,144.9649
Brunswick,1,u,370000.0,5.2,3056.0,1.0,1.0,1.0,540.0,45.0,1970.0,Moreland,-37.7766,144.9574
Brunswick,3,h,1170000.0,5.2,3056.0,3.0,1.0,0.0,285.0,104.0,1890.0,Moreland,-37.7634,144.9593
Brunswick,4,h,1790000.0,5.2,3056.0,3.0,1.0,1.0,416.0,129.0,1920.0,Moreland,-37.7737,144.965
Brunswick,3,t,640000.0,5.2,3056.0,3.0,2.0,1.0,110.0,118.0,2000.0,Moreland,-37.7776,144.9691
Brunswick,4,h,1875000.0,5.2,3056.0,4.0,2.0,2.0,657.0,207.0,1958.0,Moreland,-37.7725,144.964
Brunswick,3,h,1053000.0,5.2,3056.0,3.0,1.0,1.0,343.0,1041.0,1925.0,Moreland,-37.7589,144.9529
Brunswick,3,t,705000.0,5.2,3056.0,2.0,1.0,1.0,55.0,111.0,2012.0,Moreland,-37.7611,144.9622
Brunswick,4,h,1217000.0,5.2,3056.0,4.0,1.0,0.0,363.0,127.0,1920.0,Moreland,-37.7621,144.9506
Brunswick,3,h,1020000.0,5.2,3056.0,3.0,1.0,3.0,308.0,119.0,1943.0,Moreland,-37.7649,144.9641
Brunswick,3,h,1340000.0,5.2,3056.0,3.0,1.0,1.0,316.0,132.0,1910.0,Moreland,-37.7741,144.9703
Brunswick,4,h,1410000.0,5.2,3056.0,4.0,2.0,1.0,460.0,214.0,1916.0,Moreland,-37.7554,144.9544
Brunswick,3,h,1550000.0,5.2,3056.0,3.0,1.0,1.0,346.0,126.0,1900.0,Moreland,-37.7738,144.9695
Brunswick,3,h,740000.0,5.2,3056.0,3.0,2.0,1.0,4676.0,122.0,2010.0,Moreland,-37.7687,144.9649
Brunswick,2,u,592500.0,5.2,3056.0,2.0,1.0,2.0,0.0,89.0,2002.0,Moreland,-37.7706,144.9608
Brunswick,1,u,370000.0,5.2,3056.0,1.0,1.0,1.0,0.0,54.0,1965.0,Moreland,-37.7775,144.9607
Brunswick,2,h,765000.0,5.2,3056.0,2.0,1.0,1.0,199.0,120.0,1880.0,Moreland,-37.759,144.9597
Brunswick,1,h,772000.0,5.2,3056.0,1.0,1.0,1.0,147.0,82.0,1890.0,Moreland,-37.7643,144.9584
Brunswick,3,h,1210000.0,5.2,3056.0,3.0,2.0,1.0,280.0,130.0,1890.0,Moreland,-37.7719,144.9661
Brunswick,4,h,1755000.0,5.2,3056.0,4.0,2.0,1.0,354.0,199.0,1910.0,Moreland,-37.7745,144.9523
Brunswick,2,h,945000.0,5.2,3056.0,2.0,1.0,2.0,246.0,103.0,1910.0,Moreland,-37.775,144.9536
Brunswick,2,h,755000.0,5.2,3056.0,2.0,1.0,1.0,159.0,157.0,1930.0,Moreland,-37.7656,144.9562
Brunswick West,2,u,521500.0,5.9,3055.0,2.0,1.0,1.0,0.0,69.0,1960.0,Moreland,-37.768,144.9408
Brunswick West,3,h,1190000.0,5.9,3055.0,3.0,1.0,1.0,0.0,119.0,1920.0,Moreland,-37.7564,144.9422
Brunswick West,2,u,471000.0,5.9,3055.0,2.0,1.0,1.0,564.0,60.0,1970.0,Moreland,-37.7665,144.9425
Brunswick West,1,u,265000.0,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,2000.0,Moreland,-37.7586,144.9452
Brunswick West,3,h,955000.0,5.9,3055.0,3.0,1.0,0.0,220.0,93.0,1930.0,Moreland,-37.7659,144.9494
Brunswick West,5,h,1350000.0,5.9,3055.0,5.0,2.0,2.0,510.0,321.0,1997.0,Moreland,-37.7581,144.9414
Brunswick West,2,t,380000.0,5.9,3055.0,2.0,1.0,1.0,0.0,85.0,1970.0,Moreland,-37.7607,144.9393
Brunswick West,1,u,300000.0,5.9,3055.0,1.0,1.0,0.0,0.0,37.0,1960.0,Moreland,-37.7763,144.947
Brunswick West,3,h,810000.0,5.9,3055.0,3.0,1.0,2.0,349.0,95.0,1950.0,Moreland,-37.7589,144.9368
Brunswick West,3,h,793000.0,5.9,3055.0,3.0,1.0,0.0,275.0,119.0,1935.0,Moreland,-37.76300000000001,144.9439
Brunswick West,2,u,400000.0,5.9,3055.0,2.0,1.0,1.0,73.0,64.0,1960.0,Moreland,-37.7528,144.9368
Brunswick West,2,u,400500.0,5.9,3055.0,2.0,1.0,1.0,0.0,70.0,2013.0,Moreland,-37.7582,144.94
Brunswick West,3,t,797500.0,5.9,3055.0,3.0,2.0,2.0,262.0,155.0,2010.0,Moreland,-37.7519,144.9324
Brunswick West,3,h,1300000.0,5.9,3055.0,3.0,1.0,2.0,364.0,135.0,1900.0,Moreland,-37.7618,144.9497
Brunswick West,3,h,1330000.0,5.9,3055.0,3.0,1.0,2.0,353.0,101.0,1930.0,Moreland,-37.764,144.9428
Brunswick West,7,h,1205000.0,5.9,3055.0,7.0,3.0,1.0,447.0,287.0,1982.0,Moreland,-37.7634,144.9403
Brunswick West,2,u,380000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,Moreland,-37.7676,144.9394
Brunswick West,3,h,1095000.0,5.9,3055.0,3.0,1.0,1.0,411.0,168.0,1935.0,Moreland,-37.7728,144.9478
Brunswick West,2,t,680000.0,5.9,3055.0,2.0,1.0,1.0,0.0,82.0,1970.0,Moreland,-37.772,144.9406
Brunswick West,2,h,711000.0,5.9,3055.0,2.0,1.0,1.0,177.0,87.0,1910.0,Moreland,-37.7619,144.9412
Brunswick West,2,u,500000.0,5.9,3055.0,2.0,1.0,1.0,0.0,75.0,1970.0,Moreland,-37.7595,144.9436
Brunswick West,2,u,385000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,Moreland,-37.7688,144.9421
Brunswick West,2,u,370000.0,5.9,3055.0,2.0,1.0,1.0,2120.0,59.0,1960.0,Moreland,-37.7524,144.9347
Brunswick West,1,u,320000.0,5.9,3055.0,1.0,1.0,1.0,0.0,43.0,1970.0,Moreland,-37.7661,144.9422
Brunswick West,1,u,330000.0,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,1970.0,Moreland,-37.7748,144.9483
Brunswick West,5,h,1200000.0,5.9,3055.0,5.0,2.0,3.0,553.0,193.0,1920.0,Moreland,-37.7576,144.9348
Brunswick West,2,u,537000.0,5.9,3055.0,2.0,1.0,1.0,501.0,66.0,1960.0,Moreland,-37.7741,144.9449
Brunswick West,3,h,910000.0,5.9,3055.0,3.0,1.0,2.0,717.0,141.0,1950.0,Moreland,-37.7525,144.9321
Brunswick West,1,u,285000.0,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland,-37.7675,144.939
Brunswick West,4,h,921500.0,5.9,3055.0,3.0,1.0,1.0,575.0,165.0,1930.0,Moreland,-37.7575,144.9402
Brunswick West,2,h,1315000.0,5.9,3055.0,2.0,1.0,2.0,554.0,116.0,1930.0,Moreland,-37.7715,144.9426
Brunswick West,2,u,370000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moreland,-37.7606,144.9443
Brunswick West,2,t,735000.0,5.9,3055.0,2.0,1.0,2.0,120.0,109.0,2004.0,Moreland,-37.7659,144.9487
Brunswick West,4,h,1000000.0,5.9,3055.0,3.0,1.0,1.0,589.0,148.0,1935.0,Moreland,-37.7628,144.9459
Brunswick West,1,u,252000.0,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland,-37.7586,144.9433
Brunswick West,4,h,1700000.0,5.9,3055.0,4.0,2.0,2.0,621.0,184.0,1920.0,Moreland,-37.7764,144.9479
Brunswick West,2,h,820000.0,5.9,3055.0,3.0,1.0,1.0,206.0,98.0,1900.0,Moreland,-37.7604,144.9488
Brunswick West,2,u,370000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moreland,-37.7686,144.9421
Brunswick West,2,u,484000.0,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1950.0,Moreland,-37.7543,144.9385
Brunswick West,3,t,815000.0,5.9,3055.0,3.0,1.0,2.0,157.0,123.0,1999.0,Moreland,-37.7652,144.9454
Brunswick West,4,h,1150000.0,5.9,3055.0,4.0,1.0,2.0,519.0,169.0,1910.0,Moreland,-37.7747,144.9474
Brunswick West,2,u,497000.0,5.9,3055.0,2.0,1.0,1.0,0.0,84.0,1977.0,Moreland,-37.7647,144.9412
Brunswick West,2,h,440000.0,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1960.0,Moreland,-37.7577,144.9354
Brunswick West,2,h,816000.0,5.9,3055.0,3.0,2.0,1.0,343.0,115.0,1930.0,Moreland,-37.7552,144.9458
Brunswick West,4,h,970000.0,5.9,3055.0,4.0,3.0,2.0,499.0,150.0,1925.0,Moreland,-37.7538,144.944
Bulleen,3,u,851000.0,11.8,3105.0,3.0,1.0,2.0,385.0,140.0,2000.0,Manningham,-37.7599,145.0849
Bulleen,4,h,1300000.0,11.8,3105.0,4.0,1.0,2.0,717.0,180.0,1960.0,Manningham,-37.7608,145.0862
Bulleen,4,h,1235000.0,11.8,3105.0,4.0,2.0,2.0,556.0,214.0,1957.0,Manningham,-37.7657,145.0957
Bulleen,4,h,1303000.0,11.8,3105.0,4.0,2.0,2.0,670.0,197.0,1980.0,Manningham,-37.7695,145.0869
Bulleen,3,h,880000.0,11.8,3105.0,3.0,2.0,2.0,514.0,190.0,1960.0,Manningham,-37.7683,145.0959
Bulleen,3,t,975000.0,11.8,3105.0,3.0,2.0,2.0,632.0,226.0,2013.0,Manningham,-37.7813,145.102
Bulleen,3,h,990000.0,11.8,3105.0,3.0,2.0,1.0,585.0,180.0,1950.0,Manningham,-37.7689,145.099
Bulleen,4,h,1225000.0,11.8,3105.0,4.0,2.0,2.0,723.0,159.0,1970.0,Manningham,-37.7724,145.1033
Bulleen,5,h,1490000.0,11.8,3105.0,5.0,3.0,2.0,796.0,304.0,1975.0,Manningham,-37.7697,145.0871
Bulleen,3,h,905000.0,11.8,3105.0,3.0,3.0,2.0,401.0,165.0,1965.0,Manningham,-37.7733,145.0901
Bulleen,4,h,1085000.0,11.8,3105.0,4.0,2.0,1.0,1124.0,225.0,1960.0,Manningham,-37.7679,145.0958
Bulleen,3,u,787000.0,11.8,3105.0,3.0,1.0,2.0,306.0,100.0,1985.0,Manningham,-37.7792,145.0903
Bulleen,3,h,1075000.0,11.8,3105.0,3.0,1.0,1.0,604.0,96.0,1960.0,Manningham,-37.7711,145.0928
Bulleen,4,h,1302000.0,11.8,3105.0,4.0,2.0,2.0,475.0,245.0,1996.0,Manningham,-37.765,145.0933
Bulleen,3,h,1050000.0,11.8,3105.0,3.0,2.0,1.0,728.0,719.0,1965.0,Manningham,-37.7765,145.1031
Bulleen,4,h,1000000.0,11.8,3105.0,4.0,2.0,3.0,672.0,212.0,1970.0,Manningham,-37.7689,145.0895
Bulleen,4,h,1300000.0,11.8,3105.0,4.0,2.0,2.0,744.0,300.0,1985.0,Manningham,-37.7791,145.086
Bulleen,3,h,990000.0,11.8,3105.0,3.0,1.0,2.0,602.0,175.0,1975.0,Manningham,-37.7674,145.0988
Bulleen,4,h,1100000.0,11.8,3105.0,4.0,2.0,2.0,693.0,212.0,1975.0,Manningham,-37.7743,145.0863
Bulleen,2,h,903000.0,11.8,3105.0,2.0,1.0,1.0,591.0,140.0,1965.0,Manningham,-37.7679,145.0978
Burwood,5,h,1590000.0,11.7,3125.0,4.0,3.0,2.0,661.0,253.0,1940.0,Whitehorse,-37.848,145.09799999999996
Burwood,4,h,1890000.0,11.7,3125.0,4.0,2.0,2.0,1145.0,111.0,1960.0,Whitehorse,-37.8538,145.127
Burwood,3,u,1022500.0,11.7,3125.0,3.0,2.0,2.0,265.0,130.0,2000.0,Whitehorse,-37.8516,145.1056
Burwood,3,h,1755000.0,11.7,3125.0,3.0,1.0,1.0,931.0,145.0,1970.0,Whitehorse,-37.854,145.1195
Burwood,3,h,1300000.0,11.7,3125.0,3.0,1.0,1.0,667.0,136.0,1950.0,Whitehorse,-37.8489,145.1093
Burwood,3,h,1160000.0,11.7,3125.0,3.0,1.0,1.0,786.0,111.0,1950.0,Whitehorse,-37.8525,145.1198
Burwood,4,h,2000000.0,11.7,3125.0,4.0,3.0,2.0,928.0,229.0,1996.0,Whitehorse,-37.842,145.102
Burwood,3,h,790000.0,11.7,3125.0,3.0,1.0,2.0,318.0,103.0,1960.0,Whitehorse,-37.8544,145.1114
Burwood,4,h,1682000.0,11.7,3125.0,4.0,2.0,1.0,921.0,174.0,1950.0,Whitehorse,-37.8494,145.1291
Burwood,3,u,625000.0,11.7,3125.0,3.0,2.0,1.0,0.0,115.0,2002.0,Monash,-37.8561,145.0962
Burwood,2,u,650000.0,11.7,3125.0,2.0,1.0,1.0,194.0,120.0,1975.0,Whitehorse,-37.8509,145.1119
Burwood,5,h,1060000.0,11.7,3125.0,4.0,3.0,2.0,326.0,210.0,2013.0,Whitehorse,-37.8528,145.1129
Burwood,4,h,1255000.0,11.7,3125.0,4.0,2.0,2.0,438.0,210.0,2005.0,Monash,-37.8599,145.1101
Burwood,2,h,633000.0,11.7,3125.0,2.0,1.0,1.0,276.0,92.0,1965.0,Whitehorse,-37.8454,145.0971
Burwood,2,h,1350000.0,11.7,3125.0,2.0,1.0,2.0,593.0,82.0,1950.0,Whitehorse,-37.8444,145.1054
Burwood,3,h,570000.0,11.7,3125.0,3.0,1.0,1.0,384.0,112.0,1950.0,Whitehorse,-37.8542,145.1138
Burwood,3,t,745000.0,11.7,3125.0,3.0,1.0,2.0,228.0,126.0,1998.0,Whitehorse,-37.8521,145.1187
Burwood,5,h,2150000.0,11.7,3125.0,5.0,4.0,2.0,643.0,380.0,2014.0,Whitehorse,-37.8454,145.0974
Burwood,3,u,746000.0,11.7,3125.0,3.0,1.0,2.0,308.0,92.0,1995.0,Whitehorse,-37.8505,145.1065
